Noticias Caracol, 216740968376511
El Tiempo, 14302129065
El Espectador, 148349507804
Noticias RCN, 154413711236788
Revista Semana, 97041406678
El Heraldo, 21935701184
Alvaro Uribe Velez, 45242794557
Juan Manuel Santos, 330825443903
